book,chapter,verse,text,cluster
Luke,5,23,"Whether is easier, to say, Thy sins be forgiven thee; or to say, Rise up and walk?",26
Luke,5,24,"But that ye may know that the Son of man hath power upon earth to forgive sins, I say unto thee, Arise, and take up thy couch, and go into thine house.",5
Luke,5,27,Follow me.,14
Luke,5,31,They that are whole need not a physician; but they that are sick.,43
Luke,5,32,"I came not to call the righteous, but sinners to repentance.",10
Luke,5,34,"Can ye make the children of the bridechamber fast, while the bridegroom is with them?",0
Luke,5,35,"But the days will come, when the bridegroom shall be taken away from them, and then shall they fast in those days.",0
Luke,5,36,"No man putteth a piece of a new garment upon an old; if otherwise, then both the new maketh a rent, and the piece that was taken out of the new agreeth not with the old.",47
Luke,5,37,"And no man putteth new wine into old bottles; else the new wine will burst the bottles, and be spilled, and the bottles shall perish.",47
Luke,5,38,But new wine must be put into new bottles; and both are preserved.,47
Luke,5,39,"No man also having drunk old wine straightway desireth new: for he saith, The old is better.",10
Luke,6,3,"Have ye not read so much as this, what David did, when himself was an hungred, and they which were with him;",47
Luke,6,4,"How he went into the house of God, and did take and eat the shewbread, and gave also to them that were with him; which it is not lawful to eat but for the priests alone?",47
Luke,6,5,That the Son of man is Lord also of the sabbath.,5
Luke,6,8,"Rise up, and stand forth in the midst.",49
Luke,6,9,"I will ask you one thing; Is it lawful on the sabbath days to do good, or to do evil?",44
Luke,6,9,"to save life, or to destroy it?",20
Luke,6,10,Stretch forth thy hand.,49
Luke,6,20,Blessed be ye poor: for yours is the kingdom of God.,22
Luke,6,21,Blessed are ye that hunger now: for ye shall be filled.,43
Luke,6,21,Blessed are ye that weep now: for ye shall laugh.,43
Luke,6,22,"Blessed are ye, when men shall hate you, and when they shall separate you from their company, and shall reproach you, and cast out your name as evil, for the Son of man's sake.",43
Luke,6,23,"Rejoice ye in that day, and leap for joy: for, behold, your reward is great in heaven: for in the like manner did their fathers unto the prophets.",10
Luke,6,24,But woe unto you that are rich!,6
Luke,6,24,for ye have received your consolation.,30
Luke,6,25,Woe unto you that are full!,6
Luke,6,25,for ye shall hunger.,30
Luke,6,25,Woe unto you that laugh now!,6
Luke,6,25,for ye shall mourn and weep.,30
Luke,6,26,"Woe unto you, when all men shall speak well of you!",6
Luke,6,26,for so did their fathers to the false prophets.,10
Luke,6,27,"But I say unto you which hear, Love your enemies, do good to them which hate you,",2
Luke,6,28,"Bless them that curse you, and pray for them which despitefully use you.",30
Luke,6,29,And unto him that smiteth thee on the one cheek offer also the other; and him that taketh away thy cloak forbid not to take thy coat also.,47
Luke,6,30,Give to every man that asketh of thee; and of him that taketh away thy goods ask them not again.,47
Luke,6,31,"And as ye would that men should do to you, do ye also to them likewise.",30
Luke,6,32,"For if ye love them which love you, what thank have ye?",30
Luke,6,32,for sinners also love those that love them.,10
Luke,6,33,"And if ye do good to them which do good to you, what thank have ye?",30
Luke,6,33,for sinners also do even the same.,10
Luke,6,34,"And if ye lend to them of whom ye hope to receive, what thank have ye?",30
Luke,6,34,"for sinners also lend to sinners, to receive as much again.",10
Luke,6,35,"But love ye your enemies, and do good, and lend, hoping for nothing again; and your reward shall be great, and ye shall be the children of the Highest: for he is kind unto the unthankful and to the evil.",30
Luke,6,36,"Be ye therefore merciful, as your Father also is merciful.",10
Luke,6,37,"Judge not, and ye shall not be judged: condemn not, and ye shall not be condemned: forgive, and ye shall be forgiven:",19
Luke,6,38,"Give, and it shall be given unto you; good measure, pressed down, and shaken together, and running over, shall men give into your bosom.",47
Luke,6,38,For with the same measure that ye mete withal it shall be measured to you again.,30
Luke,6,39,Can the blind lead the blind?,10
Luke,6,39,shall they not both fall into the ditch?,10
Luke,6,40,The disciple is not above his master: but every one that is perfect shall be as his master.,10
Luke,6,41,"And why beholdest thou the mote that is in thy brother's eye, but perceivest not the beam that is in thine own eye?",33
Luke,6,42,"Either how canst thou say to thy brother, Brother, let me pull out the mote that is in thine eye, when thou thyself beholdest not the beam that is in thine own eye?",33
Luke,6,42,"Thou hypocrite, cast out first the beam out of thine own eye, and then shalt thou see clearly to pull out the mote that is in thy brother's eye.",33
Luke,6,43,For a good tree bringeth not forth corrupt fruit; neither doth a corrupt tree bring forth good fruit.,49
Luke,6,44,For every tree is known by his own fruit.,49
Luke,6,44,"For of thorns men do not gather figs, nor of a bramble bush gather they grapes.",10
Luke,6,45,A good man out of the good treasure of his heart bringeth forth that which is good; and an evil man out of the evil treasure of his heart bringeth forth that which is evil: for of the abundance of the heart his mouth speaketh.,49
Luke,6,46,"And why call ye me, Lord, Lord, and do not the things which I say?",8
Luke,6,47,"Whosoever cometh to me, and heareth my sayings, and doeth them, I will shew you to whom he is like:",38
Luke,6,48,"He is like a man which built an house, and digged deep, and laid the foundation on a rock: and when the flood arose, the stream beat vehemently upon that house, and could not shake it: for it was founded upon a rock.",47
Luke,6,49,"But he that heareth, and doeth not, is like a man that without a foundation built an house upon the earth; against which the stream did beat vehemently, and immediately it fell; and the ruin of that house was great.",47
Luke,7,9,"I say unto you, I have not found so great faith, no, not in Israel.",2
Luke,7,13,Weep not.,10
Luke,7,14,"Young man, I say unto thee, Arise.",18
Luke,7,22,"Go your way, and tell John what things ye have seen and heard; how that the blind see, the lame walk, the lepers are cleansed, the deaf hear, the dead are raised, to the poor the gospel is preached.",10
Luke,7,23,"And blessed is he, whosoever shall not be offended in me.",19
Luke,7,24,What went ye out into the wilderness for to see?,35
Luke,7,24,A reed shaken with the wind?,20
Luke,7,25,But what went ye out for to see?,35
Luke,7,25,A man clothed in soft raiment?,20
Luke,7,25,"Behold, they which are gorgeously apparelled, and live delicately, are in kings' courts.",43
Luke,7,26,But what went ye out for to see?,35
Luke,7,26,A prophet?,20
Luke,7,26,"Yea, I say unto you, and much more than a prophet.",2
Luke,7,27,"This is he, of whom it is written, Behold, I send my messenger before thy face, which shall prepare thy way before thee.",20
Luke,7,28,"For I say unto you, Among those that are born of women there is not a greater prophet than John the Baptist: but he that is least in the kingdom of God is greater than he.",22
Luke,7,31,Whereunto then shall I liken the men of this generation?,20
Luke,7,31,and to what are they like?,43
Luke,7,32,"They are like unto children sitting in the marketplace, and calling one to another, and saying, We have piped unto you, and ye have not danced; we have mourned to you, and ye have not wept.",30
Luke,7,33,"For John the Baptist came neither eating bread nor drinking wine; and ye say, He hath a devil.",47
Luke,7,34,"The Son of man is come eating and drinking; and ye say, Behold a gluttonous man, and a winebibber, a friend of publicans and sinners!",5
Luke,7,35,But wisdom is justified of all her children.,10
Luke,7,40,"Simon, I have somewhat to say unto thee.",17
Luke,7,41,"There was a certain creditor which had two debtors: the one owed five hundred pence, and the other fifty.",47
Luke,7,42,"And when they had nothing to pay, he frankly forgave them both.",47
Luke,7,42,"Tell me therefore, which of them will love him most?",10
Luke,7,43,Thou hast rightly judged.,17
Luke,7,44,Seest thou this woman?,17
Luke,7,44,"I entered into thine house, thou gavest me no water for my feet: but she hath washed my feet with tears, and wiped them with the hairs of her head.",10
Luke,7,45,Thou gavest me no kiss: but this woman since the time I came in hath not ceased to kiss my feet.,10
Luke,7,46,My head with oil thou didst not anoint: but this woman hath anointed my feet with ointment.,10
Luke,7,47,"Wherefore I say unto thee, Her sins, which are many, are forgiven; for she loved much: but to whom little is forgiven, the same loveth little.",43
Luke,7,48,Thy sins are forgiven.,26
Luke,7,50,Thy faith hath saved thee; go in peace.,4
Luke,8,5,"A sower went out to sow his seed: and as he sowed, some fell by the way side; and it was trodden down, and the fowls of the air devoured it.",47
Luke,8,6,"And some fell upon a rock; and as soon as it was sprung up, it withered away, because it lacked moisture.",47
Luke,8,7,"And some fell among thorns; and the thorns sprang up with it, and choked it.",49
Luke,8,8,"And other fell on good ground, and sprang up, and bare fruit an hundredfold.",49
Luke,8,8,"He that hath ears to hear, let him hear.",12
Luke,8,10,"Unto you it is given to know the mysteries of the kingdom of God: but to others in parables; that seeing they might not see, and hearing they might not understand.",22
Luke,8,11,Now the parable is this: The seed is the word of God.,10
Luke,8,12,"Those by the way side are they that hear; then cometh the devil, and taketh away the word out of their hearts, lest they should believe and be saved.",43
Luke,8,13,"They on the rock are they, which, when they hear, receive the word with joy; and these have no root, which for a while believe, and in time of temptation fall away.",43
Luke,8,14,"And that which fell among thorns are they, which, when they have heard, go forth, and are choked with cares and riches and pleasures of this life, and bring no fruit to perfection.",43
Luke,8,15,"But that on the good ground are they, which in an honest and good heart, having heard the word, keep it, and bring forth fruit with patience.",49
Luke,8,16,"No man, when he hath lighted a candle, covereth it with a vessel, or putteth it under a bed; but setteth it on a candlestick, that they which enter in may see the light.",47
Luke,8,17,"For nothing is secret, that shall not be made manifest; neither any thing hid, that shall not be known and come abroad.",19
Luke,8,18,"Take heed therefore how ye hear: for whosoever hath, to him shall be given; and whosoever hath not, from him shall be taken even that which he seemeth to have.",11
Luke,8,21,"My mother and my brethren are these which hear the word of God, and do it.",43
Luke,8,22,Let us go over unto the other side of the lake.,13
Luke,8,22,And they launched forth.,49
Luke,8,25,Where is your faith?,20
Luke,8,30,What is thy name?,20
Luke,8,39,"Return to thine own house, and shew how great things God hath done unto thee.",47
Luke,8,45,Who touched me?,3
Luke,8,46,Somebody hath touched me: for I perceive that virtue is gone out of me.,10
Luke,8,48,"Daughter, be of good comfort: thy faith hath made thee whole; go in peace.",4
Luke,8,50,"Fear not: believe only, and she shall be made whole.",10
Luke,8,52,"Weep not; she is not dead, but sleepeth.",34
Luke,8,54,"Maid, arise.",10
Luke,9,3,"Take nothing for your journey, neither staves, nor scrip, neither bread, neither money; neither have two coats apiece.",10
Luke,9,4,"And whatsoever house ye enter into, there abide, and thence depart.",37
Luke,9,5,"And whosoever will not receive you, when ye go out of that city, shake off the very dust from your feet for a testimony against them.",10
Luke,9,13,Give ye them to eat.,42
Luke,9,14,Make them sit down by fifties in a company.,10
Luke,9,18,Whom say the people that I am?,7
Luke,9,20,But whom say ye that I am?,7
Luke,9,22,"The Son of man must suffer many things, and be rejected of the elders and chief priests and scribes, and be slain, and be raised the third day.",5
Luke,9,23,"If any man will come after me, let him deny himself, and take up his cross daily, and follow me.",13
Luke,9,24,"For whosoever will save his life shall lose it: but whosoever will lose his life for my sake, the same shall save it.",25
Luke,9,25,"For what is a man advantaged, if he gain the whole world, and lose himself, or be cast away?",20
Luke,9,26,"For whosoever shall be ashamed of me and of my words, of him shall the Son of man be ashamed, when he shall come in his own glory, and in his Father's, and of the holy angels.",5
Luke,9,27,"But I tell you of a truth, there be some standing here, which shall not taste of death, till they see the kingdom of God.",22
Luke,9,41,"O faithless and perverse generation, how long shall I be with you, and suffer you?",23
Luke,9,41,Bring thy son hither.,10
Luke,9,44,Let these sayings sink down into your ears: for the Son of man shall be delivered into the hands of men.,5
Luke,9,48,"Whosoever shall receive this child in my name receiveth me: and whosoever shall receive me receiveth him that sent me: for he that is least among you all, the same shall be great.",11
Luke,9,50,Forbid him not: for he that is not against us is for us.,11
Luke,9,55,Ye know not what manner of spirit ye are of.,30
Luke,9,56,"For the Son of man is not come to destroy men's lives, but to save them.",5
Luke,9,58,"Foxes have holes, and birds of the air have nests; but the Son of man hath not where to lay his head.",5
Luke,9,59,Follow me.,14
Luke,9,60,Let the dead bury their dead: but go thou and preach the kingdom of God.,22
Luke,9,62,"No man, having put his hand to the plough, and looking back, is fit for the kingdom of God.",22
Luke,10,2,"The harvest truly is great, but the labourers are few: pray ye therefore the Lord of the harvest, that he would send forth labourers into his harvest.",37
Luke,10,3,"Go your ways: behold, I send you forth as lambs among wolves.",10
Luke,10,4,"Carry neither purse, nor scrip, nor shoes: and salute no man by the way.",10
Luke,10,5,"And into whatsoever house ye enter, first say, Peace be to this house.",37
Luke,10,6,"And if the son of peace be there, your peace shall rest upon it: if not, it shall turn to you again.",10
Luke,10,7,"And in the same house remain, eating and drinking such things as they give: for the labourer is worthy of his hire.",10
Luke,10,7,Go not from house to house.,10
Luke,10,8,"And into whatsoever city ye enter, and they receive you, eat such things as are set before you:",37
Luke,10,9,"And heal the sick that are therein, and say unto them, The kingdom of God is come nigh unto you.",22
Luke,10,10,"But into whatsoever city ye enter, and they receive you not, go your ways out into the streets of the same, and say,",37
Luke,10,11,"Even the very dust of your city, which cleaveth on us, we do wipe off against you: notwithstanding be ye sure of this, that the kingdom of God is come nigh unto you.",22
Luke,10,12,"But I say unto you, that it shall be more tolerable in that day for Sodom, than for that city.",31
Luke,10,13,"Woe unto thee, Chorazin!",6
Luke,10,13,"woe unto thee, Bethsaida!",6
Luke,10,13,"for if the mighty works had been done in Tyre and Sidon, which have been done in you, they had a great while ago repented, sitting in sackcloth and ashes.",10
Luke,10,14,"But it shall be more tolerable for Tyre and Sidon at the judgment, than for you.",31
Luke,10,15,"And thou, Capernaum, which art exalted to heaven, shalt be thrust down to hell.",17
Luke,10,16,He that heareth you heareth me; and he that despiseth you despiseth me; and he that despiseth me despiseth him that sent me.,11
Luke,10,18,I beheld Satan as lightning fall from heaven.,10
Luke,10,19,"Behold, I give unto you power to tread on serpents and scorpions, and over all the power of the enemy: and nothing shall by any means hurt you.",10
Luke,10,20,"Notwithstanding in this rejoice not, that the spirits are subject unto you; but rather rejoice, because your names are written in heaven.",10
Luke,10,21,"I thank thee, O Father, Lord of heaven and earth, that thou hast hid these things from the wise and prudent, and hast revealed them unto babes: even so, Father; for so it seemed good in thy sight.",17
Luke,10,22,"All things are delivered to me of my Father: and no man knoweth who the Son is, but the Father; and who the Father is, but the Son, and he to whom the Son will reveal him.",38
Luke,10,23,Blessed are the eyes which see the things that ye see:,43
Luke,10,24,"For I tell you, that many prophets and kings have desired to see those things which ye see, and have not seen them; and to hear those things which ye hear, and have not heard them.",30
Luke,10,26,What is written in the law?,20
Luke,10,26,how readest thou?,17
Luke,10,28,"Thou hast answered right: this do, and thou shalt live.",17
Luke,10,30,"A certain man went down from Jerusalem to Jericho, and fell among thieves, which stripped him of his raiment, and wounded him, and departed, leaving him half dead.",47
Luke,10,31,"And by chance there came down a certain priest that way: and when he saw him, he passed by on the other side.",47
Luke,10,32,"And likewise a Levite, when he was at the place, came and looked on him, and passed by on the other side.",47
Luke,10,33,"But a certain Samaritan, as he journeyed, came where he was: and when he saw him, he had compassion on him,",47
Luke,10,34,"And went to him, and bound up his wounds, pouring in oil and wine, and set him on his own beast, and brought him to an inn, and took care of him.",47
Luke,10,35,"And on the morrow when he departed, he took out two pence, and gave them to the host, and said unto him, Take care of him; and whatsoever thou spendest more, when I come again, I will repay thee.",47
Luke,10,36,"Which now of these three, thinkest thou, was neighbour unto him that fell among the thieves?",17
Luke,10,37,"Go, and do thou likewise.",17
Luke,10,41,"Martha, Martha, thou art careful and troubled about many things:",17
Luke,10,42,"But one thing is needful: and Mary hath chosen that good part, which shall not be taken away from her.",10
Luke,11,2,"When ye pray, say, Our Father which art in heaven, Hallowed be thy name.",39
Luke,11,2,Thy kingdom come.,47
Luke,11,2,"Thy will be done, as in heaven, so in earth.",39
Luke,11,3,Give us day by day our daily bread.,10
Luke,11,4,And forgive us our sins; for we also forgive every one that is indebted to us.,10
Luke,11,4,And lead us not into temptation; but deliver us from evil.,37
Luke,11,5,"Which of you shall have a friend, and shall go unto him at midnight, and say unto him, Friend, lend me three loaves;",47
Luke,11,6,"For a friend of mine in his journey is come to me, and I have nothing to set before him?",47
Luke,11,7,"And he from within shall answer and say, Trouble me not: the door is now shut, and my children are with me in bed; I cannot rise and give thee.",47
Luke,11,8,"I say unto you, Though he will not rise and give him, because he is his friend, yet because of his importunity he will rise and give him as many as he needeth.",47
Luke,11,9,"And I say unto you, Ask, and it shall be given you; seek, and ye shall find; knock, and it shall be opened unto you.",2
Luke,11,10,For every one that asketh receiveth; and he that seeketh findeth; and to him that knocketh it shall be opened.,11
Luke,11,11,"If a son shall ask bread of any of you that is a father, will he give him a stone?",20
Luke,11,11,"or if he ask a fish, will he for a fish give him a serpent?",20
Luke,11,12,"Or if he shall ask an egg, will he offer him a scorpion?",20
Luke,11,13,"If ye then, being evil, know how to give good gifts unto your children: how much more shall your heavenly Father give the Holy Spirit to them that ask him?",10
Luke,11,17,Every kingdom divided against itself is brought to desolation; and a house divided against a house falleth.,40
Luke,11,18,"If Satan also be divided against himself, how shall his kingdom stand?",40
Luke,11,18,because ye say that I cast out devils through Beelzebub.,10
Luke,11,19,"And if I by Beelzebub cast out devils, by whom do your sons cast them out?",10
Luke,11,19,therefore shall they be your judges.,10
Luke,11,20,"But if I with the finger of God cast out devils, no doubt the kingdom of God is come upon you.",22
Luke,11,21,"When a strong man armed keepeth his palace, his goods are in peace:",47
Luke,11,22,"But when a stronger than he shall come upon him, and overcome him, he taketh from him all his armour wherein he trusted, and divideth his spoils.",47
Luke,11,23,He that is not with me is against me: and he that gathereth not with me scattereth.,11
Luke,11,24,"When the unclean spirit is gone out of a man, he walketh through dry places, seeking rest; and finding none, he saith, I will return unto my house whence I came out.",47
Luke,11,25,"And when he cometh, he findeth it swept and garnished.",47
Luke,11,26,"Then goeth he, and taketh to him seven other spirits more wicked than himself; and they enter in, and dwell there: and the last state of that man is worse than the first.",47
Luke,11,28,"Yea rather, blessed are they that hear the word of God, and keep it.",43
Luke,11,29,"This is an evil generation: they seek a sign; and there shall no sign be given it, but the sign of Jonas the prophet.",45
Luke,11,30,"For as Jonas was a sign unto the Ninevites, so shall also the Son of man be to this generation.",5
Luke,11,31,"The queen of the south shall rise up in the judgment with the men of this generation, and condemn them: for she came from the utmost parts of the earth to hear the wisdom of Solomon; and, behold, a greater than Solomon is here.",20
Luke,11,32,"The men of Nineve shall rise up in the judgment with this generation, and shall condemn it: for they repented at the preaching of Jonas; and, behold, a greater than Jonas is here.",20
Luke,11,33,"No man, when he hath lighted a candle, putteth it in a secret place, neither under a bushel, but on a candlestick, that they which come in may see the light.",47
Luke,11,34,"The light of the body is the eye: therefore when thine eye is single, thy whole body also is full of light; but when thine eye is evil, thy body also is full of darkness.",33
Luke,11,35,Take heed therefore that the light which is in thee be not darkness.,39
Luke,11,36,"If thy whole body therefore be full of light, having no part dark, the whole shall be full of light, as when the bright shining of a candle doth give thee light.",10
Luke,11,39,Now do ye Pharisees make clean the outside of the cup and the platter; but your inward part is full of ravening and wickedness.,10
Luke,11,40,"Ye fools, did not he that made that which is without make that which is within also?",10
Luke,11,41,"But rather give alms of such things as ye have; and, behold, all things are clean unto you.",43
Luke,11,42,"But woe unto you, Pharisees!",6
Luke,11,42,"for ye tithe mint and rue and all manner of herbs, and pass over judgment and the love of God: these ought ye to have done, and not to leave the other undone.",10
Luke,11,43,"Woe unto you, Pharisees!",6
Luke,11,43,"for ye love the uppermost seats in the synagogues, and greetings in the markets.",10
Luke,11,44,"Woe unto you, scribes and Pharisees, hypocrites!",21
Luke,11,44,"for ye are as graves which appear not, and the men that walk over them are not aware of them.",43
Luke,11,46,"Woe unto you also, ye lawyers!",6
Luke,11,46,"for ye lade men with burdens grievous to be borne, and ye yourselves touch not the burdens with one of your fingers.",10
Luke,11,47,Woe unto you!,6
Luke,11,47,"for ye build the sepulchres of the prophets, and your fathers killed them.",10
Luke,11,48,"Truly ye bear witness that ye allow the deeds of your fathers: for they indeed killed them, and ye build their sepulchres.",30
Luke,11,49,"Therefore also said the wisdom of God, I will send them prophets and apostles, and some of them they shall slay and persecute:",47
Luke,11,50,"That the blood of all the prophets, which was shed from the foundation of the world, may be required of this generation;",33
Luke,11,51,"From the blood of Abel unto the blood of Zacharias which perished between the altar and the temple: verily I say unto you, It shall be required of this generation.",2
Luke,11,52,"Woe unto you, lawyers!",6
Luke,11,52,"for ye have taken away the key of knowledge: ye entered not in yourselves, and them that were entering in ye hindered.",30
Luke,12,1,"Beware ye of the leaven of the Pharisees, which is hypocrisy.",10
Luke,12,2,"For there is nothing covered, that shall not be revealed; neither hid, that shall not be known.",19
Luke,12,3,Therefore whatsoever ye have spoken in darkness shall be heard in the light; and that which ye have spoken in the ear in closets shall be proclaimed upon the housetops.,10
Luke,12,4,"And I say unto you my friends, Be not afraid of them that kill the body, and after that have no more that they can do.",2
Luke,12,5,"But I will forewarn you whom ye shall fear: Fear him, which after he hath killed hath power to cast into hell; yea, I say unto you, Fear him.",2
Luke,12,6,"Are not five sparrows sold for two farthings, and not one of them is forgotten before God?",10
Luke,12,7,But even the very hairs of your head are all numbered.,43
Luke,12,7,Fear not therefore: ye are of more value than many sparrows.,43
Luke,12,8,"Also I say unto you, Whosoever shall confess me before men, him shall the Son of man also confess before the angels of God:",5
Luke,12,9,But he that denieth me before men shall be denied before the angels of God.,10
Luke,12,10,"And whosoever shall speak a word against the Son of man, it shall be forgiven him: but unto him that blasphemeth against the Holy Ghost it shall not be forgiven.",5
Luke,12,11,"And when they bring you unto the synagogues, and unto magistrates, and powers, take ye no thought how or what thing ye shall answer, or what ye shall say:",30
Luke,12,12,For the Holy Ghost shall teach you in the same hour what ye ought to say.,10
Luke,12,14,"Man, who made me a judge or a divider over you?",20
Luke,12,15,"Take heed, and beware of covetousness: for a man's life consisteth not in the abundance of the things which he possesseth.",10
Luke,12,16,"And he spake a parable unto them, saying, The ground of a certain rich man brought forth plentifully:",8
Luke,12,17,"And he thought within himself, saying, What shall I do, because I have no room where to bestow my fruits?",8
Luke,12,18,"This will I do: I will pull down my barns, and build greater; and there will I bestow all my fruits and my goods.",10
Luke,12,19,"And I will say to my soul, Soul, thou hast much goods laid up for many years; take thine ease, eat, drink, and be merry.",17
Luke,12,20,"But God said unto him, Thou fool, this night thy soul shall be required of thee: then whose shall those things be, which thou hast provided?",17
Luke,12,21,"So is he that layeth up treasure for himself, and is not rich toward God.",10
Luke,12,22,"Therefore I say unto you, Take no thought for your life, what ye shall eat; neither for the body, what ye shall put on.",2
Luke,12,23,"The life is more than meat, and the body is more than raiment.",10
Luke,12,24,Consider the ravens: for they neither sow nor reap; which neither have storehouse nor barn; and God feedeth them: how much more are ye better than the fowls?,43
Luke,12,25,And which of you with taking thought can add to his stature one cubit?,10
Luke,12,26,"If ye then be not able to do that thing which is least, why take ye thought for the rest?",3
Luke,12,27,"Consider the lilies how they grow: they toil not, they spin not; and yet I say unto you, that Solomon in all his glory was not arrayed like one of these.",2
Luke,12,28,"If then God so clothe the grass, which is to day in the field, and to morrow is cast into the oven; how much more will he clothe you, O ye of little faith?",10
Luke,12,29,"And seek not ye what ye shall eat, or what ye shall drink, neither be ye of doubtful mind.",30
Luke,12,30,For all these things do the nations of the world seek after: and your Father knoweth that ye have need of these things.,1
Luke,12,31,But rather seek ye the kingdom of God; and all these things shall be added unto you.,22
Luke,12,32,"Fear not, little flock; for it is your Father's good pleasure to give you the kingdom.",10
Luke,12,33,"Sell that ye have, and give alms; provide yourselves bags which wax not old, a treasure in the heavens that faileth not, where no thief approacheth, neither moth corrupteth.",10
Luke,12,34,"For where your treasure is, there will your heart be also.",10
Luke,12,35,"Let your loins be girded about, and your lights burning;",10
Luke,12,36,"And ye yourselves like unto men that wait for their lord, when he will return from the wedding; that when he cometh and knocketh, they may open unto him immediately.",47
Luke,12,37,"Blessed are those servants, whom the lord when he cometh shall find watching: verily I say unto you, that he shall gird himself, and make them to sit down to meat, and will come forth and serve them.",2
Luke,12,38,"And if he shall come in the second watch, or come in the third watch, and find them so, blessed are those servants.",47
Luke,12,39,"And this know, that if the goodman of the house had known what hour the thief would come, he would have watched, and not have suffered his house to be broken through.",47
Luke,12,40,Be ye therefore ready also: for the Son of man cometh at an hour when ye think not.,5
Luke,12,42,"Who then is that faithful and wise steward, whom his lord shall make ruler over his household, to give them their portion of meat in due season?",47
Luke,12,43,"Blessed is that servant, whom his lord when he cometh shall find so doing.",47
Luke,12,44,"Of a truth I say unto you, that he will make him ruler over all that he hath.",2
Luke,12,45,"But and if that servant say in his heart, My lord delayeth his coming; and shall begin to beat the menservants and maidens, and to eat and drink, and to be drunken;",47
Luke,12,46,"The lord of that servant will come in a day when he looketh not for him, and at an hour when he is not aware, and will cut him in sunder, and will appoint him his portion with the unbelievers.",47
Luke,12,47,"And that servant, which knew his lord's will, and prepared not himself, neither did according to his will, shall be beaten with many stripes.",47
Luke,12,48,"But he that knew not, and did commit things worthy of stripes, shall be beaten with few stripes.",10
Luke,12,48,"For unto whomsoever much is given, of him shall be much required: and to whom men have committed much, of him they will ask the more.",10
Luke,12,49,"I am come to send fire on the earth; and what will I, if it be already kindled?",34
Luke,12,50,But I have a baptism to be baptized with; and how am I straitened till it be accomplished!,47
Luke,12,51,Suppose ye that I am come to give peace on earth?,34
Luke,12,51,"I tell you, Nay; but rather division:",30
Luke,12,52,"For from henceforth there shall be five in one house divided, three against two, and two against three.",10
Luke,12,53,"The father shall be divided against the son, and the son against the father; the mother against the daughter, and the daughter against the mother; the mother in law against her daughter in law, and the daughter in law against her mother in law.",38
Luke,12,54,"When ye see a cloud rise out of the west, straightway ye say, There cometh a shower; and so it is.",10
Luke,12,55,"And when ye see the south wind blow, ye say, There will be heat; and it cometh to pass.",47
Luke,12,56,"Ye hypocrites, ye can discern the face of the sky and of the earth; but how is it that ye do not discern this time?",20
Luke,12,57,"Yea, and why even of yourselves judge ye not what is right?",3
Luke,12,58,"When thou goest with thine adversary to the magistrate, as thou art in the way, give diligence that thou mayest be delivered from him; lest he hale thee to the judge, and the judge deliver thee to the officer, and the officer cast thee into prison.",17
Luke,12,59,"I tell thee, thou shalt not depart thence, till thou hast paid the very last mite.",17
Luke,13,2,"Suppose ye that these Galilaeans were sinners above all the Galilaeans, because they suffered such things?",10
Luke,13,3,"I tell you, Nay: but, except ye repent, ye shall all likewise perish.",30
Luke,13,4,"Or those eighteen, upon whom the tower in Siloam fell, and slew them, think ye that they were sinners above all men that dwelt in Jerusalem?",10
Luke,13,5,"I tell you, Nay: but, except ye repent, ye shall all likewise perish.",30
Luke,13,6,"A certain man had a fig tree planted in his vineyard; and he came and sought fruit thereon, and found none.",47
Luke,13,7,"Then said he unto the dresser of his vineyard, Behold, these three years I come seeking fruit on this fig tree, and find none: cut it down; why cumbereth it the ground?",47
Luke,13,8,"And he answering said unto him, Lord, let it alone this year also, till I shall dig about it, and dung it:",8
Luke,13,9,"And if it bear fruit, well: and if not, then after that thou shalt cut it down.",17
Luke,13,12,"Woman, thou art loosed from thine infirmity.",17
Luke,13,15,"The Lord then answered him, and said, Thou hypocrite, doth not each one of you on the sabbath loose his ox or his ass from the stall, and lead him away to watering?",47
Luke,13,16,"And ought not this woman, being a daughter of Abraham, whom Satan hath bound, lo, these eighteen years, be loosed from this bond on the sabbath day?",44
Luke,13,18,Unto what is the kingdom of God like?,22
Luke,13,18,and whereunto shall I resemble it?,20
Luke,13,19,"It is like a grain of mustard seed, which a man took, and cast into his garden; and it grew, and waxed a great tree; and the fowls of the air lodged in the branches of it.",47
Luke,13,20,Whereunto shall I liken the kingdom of God?,22
Luke,13,21,"It is like leaven, which a woman took and hid in three measures of meal, till the whole was leavened.",10
Luke,13,24,"Strive to enter in at the strait gate: for many, I say unto you, will seek to enter in, and shall not be able.",2
Luke,13,25,"When once the master of the house is risen up, and hath shut to the door, and ye begin to stand without, and to knock at the door, saying, Lord, Lord, open unto us; and he shall answer and say unto you, I know you not whence ye are:",8
Luke,13,26,"Then shall ye begin to say, We have eaten and drunk in thy presence, and thou hast taught in our streets.",17
Luke,13,27,"But he shall say, I tell you, I know you not whence ye are; depart from me, all ye workers of iniquity.",30
Luke,13,28,"There shall be weeping and gnashing of teeth, when ye shall see Abraham, and Isaac, and Jacob, and all the prophets, in the kingdom of God, and you yourselves thrust out.",29
Luke,13,29,"And they shall come from the east, and from the west, and from the north, and from the south, and shall sit down in the kingdom of God.",22
Luke,13,30,"And, behold, there are last which shall be first, and there are first which shall be last.",43
Luke,13,32,"Go ye, and tell that fox, Behold, I cast out devils, and I do cures to day and to morrow, and the third day I shall be perfected.",47
